"From","Line","Target"
"C:\Users\mete\Downloads\uxminima\build_all.bat","6","uxm31_compiler_fb.bas -x uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\build_all.bat","13","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\build_all.bat","17","build_all.bat"
"C:\Users\mete\Downloads\uxminima\build_final_compiler.bat","4","fbc final\uxm31_compiler_final.bas -x build\uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\build_final_compiler.bat","6","build\uxm31_compiler_final.exe"
"C:\Users\mete\Downloads\uxminima\build_one.bat","12","if not exist uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\build_one.bat","13","echo Compiler bulunamadi. Once build_all.bat"
"C:\Users\mete\Downloads\uxminima\build_one.bat","17","uxm31_compiler.exe"
"C:\Users\mete\Downloads\uxminima\build_one.bat","23","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\build_one.bat","30","echo   build_one.bat tests\test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\build_one.bat","33","build_one.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","1","1890  04b6bf87f6e77948  GERCEK_DURUM.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","2","18135  b07c2df16b84ab82  UX-FP V1/Decimal_FP_Sistemi.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","3","412  67348dbf365e8f49  build_all.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","4","261  b267c042a054274a  build_final_compiler.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","5","796  e2f59e5351bf53d6  build_one.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","6","55825  90930d4342b3580b  compiler/uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","7","1257  79143a1c78255324  final/UXM31_FINAL_ARGE_COMPILER.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","8","386  0c22761ee03bbb02  final/build_final.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","9","70  c60bea966d2ad0e2  final/examples/dynamic_data_address.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","10","134  a4e4e008e9780a44  final/examples/final_probe.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","11","64466  919d7db9ba573fb9  final/uxm31_compiler_final.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","12","1207  283d1c01b3ef5bc4  gercek_durum.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","13","1347  b51cd76a1552aeb4  ide/uxminima-vscode/.github/copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","14","310  09aa91d6c28bb262  ide/uxminima-vscode/.vscode/launch.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","15","282  e87a999791290eb8  ide/uxminima-vscode/.vscode/tasks.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","16","1012  d13756e46860dc7a  ide/uxminima-vscode/README.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","17","241  24a0a28dc72cbbf7  ide/uxminima-vscode/docs/UXM_EXAMPLES.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","18","514  89568e105cdef1cc  ide/uxminima-vscode/docs/UXM_IDE_PROTOCOL.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","19","933  1c1404fb955bf480  ide/uxminima-vscode/docs/UXM_LANGUAGE_SPEC.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","20","472  cc1be4bee3d2a90c  ide/uxminima-vscode/docs/UXM_MEMORY_MODEL.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","21","819  e90d53c907c9ea8c  ide/uxminima-vscode/docs/UXM_META_SERVICES.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","22","548  b70658483447ce89  ide/uxminima-vscode/docs/UXM_TRACE_FORMAT.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","23","206  d04d7a166523f9a3  ide/uxminima-vscode/examples/data_sort.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","24","101  ac5895b1e8a53a9d  ide/uxminima-vscode/examples/fifo_watch.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","25","2211  4f8ef01d5c709390  ide/uxminima-vscode/ide_okubeni.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","26","408  486a09d433c298c4  ide/uxminima-vscode/language-configuration.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","27","3886  cd617c672e23bca5  ide/uxminima-vscode/package.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","29","4859  058861055dffab34  ide/uxminima-vscode/src/diagnostics.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","30","6481  b98f9ca15bf56e79  ide/uxminima-vscode/src/extension.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","31","6209  e753b1637f703a4b  ide/uxminima-vscode/src/metaServices.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","32","4294  b53f903a8f280f04  ide/uxminima-vscode/src/toolchain.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","33","1500  79cb0d6e20600926  ide/uxminima-vscode/src/traceReader.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","34","23477  e3ab5a0bbe6a2bc8  ide/uxminima-vscode/src/uxmInterpreter.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","35","6803  15f8a96a474e5c5f  ide/uxminima-vscode/src/views/memoryView.ts"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","36","2546  699fe29c497e6dcf  ide/uxminima-vscode/syntaxes/uxm.tmLanguage.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","37","342  d85d989f96ed960f  ide/uxminima-vscode/tools/README_TOOLCHAIN.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","38","291  b4f56765edd5b848  ide/uxminima-vscode/tsconfig.json"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","39","253  fbf5cc7889feb3f2  lib/ux_math_v1.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","40","4825  5571829039c232ef  math_extensions/compiler/arge_parse_math_additions.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","41","1568  373646bcb4f3425f  math_extensions/docs/UXM_MATH_EXTENSIONS.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","42","253  fbf5cc7889feb3f2  math_extensions/lib/ux_math_v1.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","43","12025  f38061c54b55459b  math_extensions/runtime/runtime_math_services.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","44","135  dea08874ec14488c  math_extensions/tests_math/test_math01_poly_deriv_arge.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","45","154  f2b514b3e46619bb  math_extensions/tests_math/test_math02_poly_integral_arge.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","46","143  7f1d2b2783e0bd7c  math_extensions/tests_math/test_math03_poly_eval_arge.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","47","178  2f2f641449ba046a  math_extensions/tests_math/test_math04_expr_rpn_eval.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","48","153  191a99caffef4021  math_extensions/tests_math/test_math05_num_deriv.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","49","192  f9df1f263fc56989  math_extensions/tests_math/test_math06_integral_trap.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","50","197  7adae488baf29e1c  math_extensions/tests_math/test_math07_integral_simpson.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","51","382  72dc0a3dbd4073ef  run_final_probe.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","52","370  e529bfc12b96a198  run_tests.bat"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","53","34271  087af55b215b0f22  runtime/uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","54","U0131m Belgesi.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","55","31  9d7819bbed26624e  tests/test01_print_A.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","56","108  35a4f845d0b2663b  tests/test02_string.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","57","72  74ae3e189b6c5cce  tests/test03_addressing.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","58","54  5f2c135ab7df3486  tests/test04_stack_lifo.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","59","46  0872cf86f910a62a  tests/test05_meta_add.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","60","50  e3b9b7acb93658a2  tests/test06_dynamic_meta_mul.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","61","25  ae154bef232971d6  tests/test07_macro.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","62","53  bf0965724f39097d  tests/test08_newline.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","63","84  865d130f8229c0e8  tests/test09_div_mod.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","64","33  94085913f8a6e97a  tests/test10_sin_scaled.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","65","34  4c827d4a6dfe999d  tests/test11_hypotenuse.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","66","48  879f084e98bc0b9a  tests/test12_signed_mode.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","67","103  45b51c134b4e9baa  tests/test13_status_div_zero.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","68","29  17e4caa29a714d60  tests/test14_branch_current_zero.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","69","33  95f3b17edabacda4  tests/test15_branch_nonzero.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","70","38  6f812018af0b2823  tests/test16_data_digit.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","71","28  9fb03fd5ebaee6a0  tests/test17_endian_word_split.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","72","27  0b7b85ce498b020b  tests/test18_pointer_service.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","73","126  26ea03af0362bb95  tests/test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","74","119  b090c6718346bb08  tests/test21_fifo_count_peek.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","75","110  3f6e8f60168da608  tests/test22_data_write_read_char.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","76","114  731f5fdd07a273eb  tests/test23_data_digit_ascii_to_number.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","77","232  70f8237e4104e14b  tests/test24_data_block_copy_print.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","78","230  4b75724a159236e5  tests/test25_data_sort_ascending.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","79","151  de7fc3596b91b3fc  tests/test26_tape_sort_descending_chars.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","80","131  113d9ad2fa48d0d0  tests/test27_tape_linear_search.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","81","110  5f1a11e0183f5c73  tests/test28_dynamic_meta_fifo.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","82","97  c4e2e765ffcdb07a  tests/test29_nested_macro_call.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","83","106  71839325455d7e33  tests/test30_word_mode_add.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","84","148  f700bd1d2c36d355  tests/test31_safe_mode_wild_denied.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","85","129  4bd41795d6b8eb9f  tests/test32_wild_layout_change.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","86","100  42c3f71ffe7e6e67  tests/test33_bitwise_and_stack.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","87","159  117b3b216bb12f97  tests/test34_data_block_clear.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","88","91  a35f706a7d747269  tests/test35_optimizer_visible_result.uxm"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","89","57331  a85db05fb864bf58  tools/uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","90","26911  d688e200393b559e  uX_Minima_Kullanim Klavuzu.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","91","10400  5d5201839a19b382  ux_minima_IDE_vscode.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","92","155210  29abd52e016def3e  ux_minima_full v31.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","93","11057  9e1458d65a94f5c6  ux_minimax_ide_tasarimi_dusuncesi.md"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","94","55825  90930d4342b3580b  uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","95","55175  e3ba7bf119cc0e93  uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","96","57331  a85db05fb864bf58  uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","97","59120  f7f1f41217f62ad7  uxm31_full_tool_fb_2.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","98","29726  ddcc77cd892de004  uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","99","34271  087af55b215b0f22  uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\FILE_MANIFEST.txt","100","59673  b32d005487052742  uxm_V3.1_Full_Final/yeni tasarim eksiklikler.md"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","41","uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","42","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","43","build_all.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","44","build_one.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","45","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","52","build_all.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","53","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","59","build_all.bat"
"C:\Users\mete\Downloads\uxminima\gercek_durum.md","60","build_one.bat tests\test05_meta_add.uxm"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","10",".uxm"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","16","Windows x64 NASM .asm"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","18","NASM ile .obj"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","20","FreeBASIC runtime ile .exe"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","26","fbc uxm_v2_compiler.bas -x uxm_v2_compiler.exe"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","27","uxm_v2_compiler.exe"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","28","nasm -f win64 test.asm -o build.obj"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","29","fbc uxm_v2_runtime.bas build.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\kullanma klavuzu genisletme.md","30","program.exe"
"C:\Users\mete\Downloads\uxminima\run_final_probe.bat","4","if not exist build\uxm31_compiler_final.exe call build_final_compiler.bat"
"C:\Users\mete\Downloads\uxminima\run_final_probe.bat","5","build\uxm31_compiler_final.exe --input final\examples\final_probe.uxm --mode all --asm build\final_probe.asm --uir build\final_probe.uir.json --diag build\final_probe.diag.json --trace build\final_probe.trace.ndjson --opt build\final_probe.opt.json"
"C:\Users\mete\Downloads\uxminima\run_tests.bat","3","call build_all.bat"
"C:\Users\mete\Downloads\uxminima\run_tests.bat","10","call build_one.bat"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","16","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","258","uxm31_full_tool_fb.exe run kaynak.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","259","uxm31_full_tool_fb.exe uir kaynak.uxm out.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","260","uxm31_full_tool_fb.exe opt kaynak.uxm opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","261","uxm31_full_tool_fb.exe ide command.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","275",".uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","276",".opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1532","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1533","uxm31_full_tool.exe run tests\test05_meta_add.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1534","uxm31_full_tool.exe uir tests\test05_meta_add.uxm build\test05.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1535","uxm31_full_tool.exe opt tests\test05_meta_add.uxm build\test05.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1538","ide_run.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1541","tests\\test05_meta_add.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1547","uxm31_full_tool.exe ide ide_run.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1552","uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1552","uxm31_runtime_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","1554","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","2836","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","2838","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3048","uxm31_compiler_fb_full.exe kaynak.uxm cikis.asm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3049","uxm31_compiler_fb_full.exe kaynak.uxm cikis.asm cikis.uir.json cikis.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3054",".uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3055",".opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3080","-o program.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","3082","fbc uxm31_runtime_fb_full.bas program.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4445","1. .asm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4446","2. .uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4447","3. .opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4453","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4454","uxm31_compiler_full.exe tests\test05_meta_add.uxm build\test05.asm build\test05.uir.json build\test05.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4455","nasm -f win64 build\test05.asm -o build\test05.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4456","fbc uxm31_runtime_fb_full.bas build\test05.obj -x build\test05.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4457","build\test05.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4463","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4464","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4465","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4468","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4468","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4478","tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4494","tests_full\test21_fifo_count_peek.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4513","tests_full\test22_data_write_read_char.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4527","tests_full\test23_data_digit_ascii_to_number.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4539","tests_full\test24_data_block_copy_print.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4567","tests_full\test25_data_sort_ascending.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4596","tests_full\test26_tape_sort_descending_chars.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4613","tests_full\test27_tape_linear_search.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4629","tests_full\test28_dynamic_meta_fifo.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4643","tests_full\test29_nested_macro_call.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4653","tests_full\test30_word_mode_add.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4666","tests_full\test31_safe_mode_wild_denied.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4681","tests_full\test32_wild_layout_change.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4696","tests_full\test33_bitwise_and_stack.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4710","tests_full\test34_data_block_clear.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4731","tests_full\test35_optimizer_visible_result.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4748","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4749","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4755","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4756","nasm -f win64 build\test20.asm -o build\test20.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4757","fbc uxm31_runtime_fb_full.bas build\test20.obj -x build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4758","build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4764","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4765","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4766","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4769","test32_wild_layout_change.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_full v31.md","4769","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","1","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","16","1. .uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","22","7. Run Trace butonu ile programı uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","33","package.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","34","tsconfig.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","35","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","37","uxm.tmLanguage.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","41","extension.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","42","commands.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","43","diagnostics.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","44","metaServices.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","45","traceReader.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","46","toolchain.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","48","memoryView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","49","traceView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","50","stackView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","51","fifoView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","52","dataView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","58","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","59","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","60","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","61","README_TOOLCHAIN.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","63","UXM_LANGUAGE_SPEC.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","64","UXM_META_SERVICES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","65","UXM_MEMORY_MODEL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","66","UXM_IDE_PROTOCOL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","67","UXM_TRACE_FORMAT.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","68","UXM_EXAMPLES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_IDE_vscode.md","70","copilot-instructions.md"
